252	252	252
246	206	195
199	189	10
73	59	45
47	51	33
46	28	16
135	107	141
172	176	157
>
243	242	241
237	234	231
237	10	3
64	61	40
34	16	17
18	19	21
14	0	11
3	0	1
>
253	152	143
250	251	237
232	223	213
69	57	119
56	57	189
54	53	54
150	195	205
152	125	126
>
238	238	235
241	241	241
184	138	91
84	84	84
36	17	14
20	36	33
2	9	8
8	0	11
>
245	251	248
245	96	179
199	150	81
67	61	38
31	26	25
28	21	20
25	19	13
104	78	75
